,endTime,artistName,trackName,Genre,Day of the Week,Genres,msPlayed
661,5/4/2020 19:44,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",adult standards,Monday,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'motown', 'northern soul', 'rock-and-roll']",87260
662,5/4/2020 19:53,James Taylor,Carolina in My Mind,adult standards,Monday,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",226328
663,5/4/2020 19:58,First Class,Beach Baby,rock,Monday,['rock'],288189
664,5/4/2020 20:01,Phil Collins,You Can't Hurry Love - 2016 Remaster,mellow gold,Monday,"['mellow gold', 'rock drums', 'soft rock']",170827
665,5/4/2020 20:05,Tim McGraw,Thought About You,contemporary country,Monday,"['contemporary country', 'country', 'country road']",221817
666,5/4/2020 20:08,The Jackson 5,I Want You Back,adult standards,Monday,"['adult standards', 'motown']",176333
667,5/4/2020 20:11,Selena,Como La Flor - Remastered,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",186373
668,5/4/2020 20:13,Jennifer Lopez,Let's Get Loud,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'urban contemporary']",159217
669,5/4/2020 20:17,Robin Schulz,Sugar (feat. Francesco Yates),dance pop,Monday,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",219043
670,5/4/2020 20:21,Dobie Gray,Drift Away,motown,Monday,"['motown', 'northern soul']",233706
671,5/4/2020 20:27,Dire Straits,Romeo and Juliet,album rock,Monday,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",361395
672,5/4/2020 20:29,David Ball,Riding With Private Malone,country,Monday,"['country', 'country road', 'country rock']",107545
673,5/4/2020 21:10,Billy Joel,The Longest Time,album rock,Monday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",217906
674,5/4/2020 21:11,Afrojack,Ten Feet Tall,big room,Monday,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",45713
675,5/4/2020 21:13,Los Lobos,La Bamba,roots rock,Monday,['roots rock'],172733
676,5/4/2020 21:16,Lobo,A Simple Man,adult standards,Monday,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",176440
677,5/4/2020 21:18,Andrew Peterson,Dancing In The Minefields,acoustic pop,Monday,"['acoustic pop', 'anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'worship']",93866
678,5/4/2020 21:21,Florida Georgia Line,H.O.L.Y.,contemporary country,Monday,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",194186
679,5/4/2020 21:33,Train,Valentine,dance pop,Monday,"['dance pop', 'neo mellow', 'pop', 'pop rock']",205746
680,5/4/2020 21:36,Niall Horan,Slow Hands,dance pop,Monday,"['dance pop', 'pop', 'post-teen pop']",188174
681,5/4/2020 21:39,Lewis Capaldi,Someone You Loved,pop,Monday,"['pop', 'uk pop']",182160
682,5/4/2020 21:44,Zac Brown Band,Toes,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",262773
683,5/5/2020 1:37,Pentatonix,Somebody That I Used to Know,a cappella,Tuesday,['a cappella'],47265
684,5/5/2020 3:42,The Kinks,Victoria - Stereo Mix,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",88261
685,5/5/2020 4:14,The Kinks,Victoria - Stereo Mix,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",217710
686,5/5/2020 4:36,King Calaway,World For Two,country pop,Tuesday,['country pop'],34010
687,5/5/2020 4:37,Walker Hayes,90's Country,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",41900
688,5/5/2020 4:37,Jaron And The Long Road To Love,Pray For You,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",31690
689,5/5/2020 4:39,LOCASH,One Big Country Song,contemporary country,Tuesday,"['contemporary country', 'country pop', 'country rap', 'country road', 'modern country rock']",139330
690,5/5/2020 4:42,Bowling For Soup,I Melt With You,comic,Tuesday,"['comic', 'pop punk', 'texas pop punk']",61010
691,5/5/2020 4:43,Billy Currington,Details,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",40510
692,5/5/2020 4:46,Mark Wills,19 Somethin' - Greatest Hits Version,contemporary country,Tuesday,"['contemporary country', 'country', 'country road']",114600
693,5/5/2020 4:47,The Afters,Moments Like This,anthem worship,Tuesday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'world worship', 'worship']",66050
694,5/5/2020 4:49,Levon,Ms. Marianne,alternative country,Tuesday,"['alternative country', 'blues rock', 'country rock', 'folk', 'folk rock', 'jam band', 'new americana', 'rock drums', 'roots rock', 'traditional folk']",68460
695,5/5/2020 4:53,Mitchell Tenpenny,Alcohol You Later,contemporary country,Tuesday,"['contemporary country', 'heartland rock']",37410
696,5/5/2020 4:54,The Railers,11:59 (Central Standard Time),country,Tuesday,['country'],66950
697,5/5/2020 4:56,Backstreet Boys,No Place,boy band,Tuesday,"['boy band', 'dance pop', 'europop']",36500
698,5/5/2020 4:59,Kenny Chesney,Happy Does,contemporary country,Tuesday,"['contemporary country', 'country', 'country road']",63800
699,5/5/2020 5:02,Uncle Kracker,No Time To Be Sober,country,Tuesday,"['country', 'country road', 'pop rock']",80800
700,5/5/2020 5:04,High Valley,Northern Star,alberta country,Tuesday,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",149660
701,5/5/2020 5:08,Sammy Adams,On My Own,indie pop rap,Tuesday,"['indie pop rap', 'pop rap']",43180
702,5/5/2020 5:08,Luke Combs,Six Feet Apart,contemporary country,Tuesday,['contemporary country'],182660
703,5/5/2020 5:09,TobyMac,See The Light - Radio Version,ccm,Tuesday,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'worship']",51420
704,5/5/2020 5:21,Keith Urban,Polaroid,australian country,Tuesday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",36200
705,5/5/2020 5:22,Florida Georgia Line,I Love My Country - Acoustic At Home,contemporary country,Tuesday,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81210
706,5/5/2020 5:23,Hillsong Worship,Awake My Soul - Live,ccm,Tuesday,"['ccm', 'christian music', 'russian ccm', 'world worship', 'worship']",61520
707,5/5/2020 5:26,The Killers,Fire In Bone,modern rock,Tuesday,"['modern rock', 'permanent wave', 'rock']",35100
708,5/5/2020 5:27,The Killers,Human,modern rock,Tuesday,"['modern rock', 'permanent wave', 'rock']",62810
709,5/5/2020 5:32,The Kinks,You Really Got Me - Mono Mix,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",72230
710,5/5/2020 5:33,The Kinks,Lola - Coca Cola Version,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",38570
711,5/5/2020 5:33,The Kinks,You Really Got Me - 2014 Remastered Version,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",31810
712,5/5/2020 5:35,The Kinks,Sunny Afternoon - Mono Mix,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",37660
713,5/5/2020 5:35,The Kinks,All Day and All of the Night,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",33160
714,5/5/2020 20:03,Starfield,Filled With Your Glory,canadian ccm,Tuesday,"['canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'worship']",143153
715,5/5/2020 20:07,Zac Brown Band,The Wind,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",167095
716,5/5/2020 20:09,The Kinks,Victoria - Stereo Mix,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",105248
717,5/5/2020 20:53,The Kinks,Victoria - Stereo Mix,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",220280
718,5/5/2020 21:01,Kings of Leon,Sex on Fire,modern rock,Tuesday,"['modern rock', 'rock']",203346
719,5/5/2020 21:06,Declan McKenna,Brazil,indie pop,Tuesday,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",252306
720,5/5/2020 21:12,The Kinks,You Really Got Me - Mono Mix,album rock,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",134253
721,5/5/2020 21:23,Rascal Flatts,Fast Cars And Freedom,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'pop rock']",262186
722,5/6/2020 2:18,Luke Combs,Six Feet Apart,contemporary country,Wednesday,['contemporary country'],199068
723,5/6/2020 2:22,Billy Joel,The Longest Time,album rock,Wednesday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",208220
724,5/6/2020 5:32,Declan McKenna,Brazil,indie pop,Wednesday,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",116930
725,5/6/2020 15:10,ABBA,Mamma Mia,europop,Wednesday,"['europop', 'swedish pop']",215266
726,5/6/2020 15:43,Luke Combs,Beautiful Crazy,contemporary country,Wednesday,['contemporary country'],193200
727,5/6/2020 15:49,Paolo Nutini,New Shoes,british soul,Wednesday,"['british soul', 'neo mellow', 'scottish singer-songwriter']",203653
728,5/6/2020 15:55,Uncle Kracker,Smile,country,Wednesday,"['country', 'country road', 'pop rock']",201626
729,5/6/2020 15:59,Luke Bryan,One Margarita,contemporary country,Wednesday,"['contemporary country', 'country', 'country road']",193426
730,5/6/2020 16:15,The Kinks,Victoria - Stereo Mix,album rock,Wednesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",220280
731,5/6/2020 16:41,Emotional Oranges,Sundays,alternative r&b,Wednesday,['alternative r&b'],189093
732,5/6/2020 16:48,Stealers Wheel,Stuck In The Middle With You,classic rock,Wednesday,"['classic rock', 'classic uk pop', 'folk rock', 'soft rock']",203893
733,5/6/2020 17:17,Old Dominion,No Such Thing as a Broken Heart,contemporary country,Wednesday,"['contemporary country', 'country road']",176083
734,5/6/2020 17:22,Blue Öyster Cult,Burnin' for You,album rock,Wednesday,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock', 'soft rock']",271000
735,5/6/2020 17:26,Elton John,Don't Go Breaking My Heart,glam rock,Wednesday,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']",271133
736,5/6/2020 17:30,The Kinks,Victoria - Stereo Mix,album rock,Wednesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",220280
737,5/6/2020 17:32,The Kinks,You Really Got Me - Mono Mix,album rock,Wednesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",134253
738,5/6/2020 17:35,Kenny Chesney,American Kids,contemporary country,Wednesday,"['contemporary country', 'country', 'country road']",182960
739,5/6/2020 17:42,Carpenters,Top Of The World,adult standards,Wednesday,"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",179173
740,5/6/2020 17:48,Dan + Shay,Road Trippin',contemporary country,Wednesday,"['contemporary country', 'pop']",101504
741,5/6/2020 17:51,The Beach Boys,I Get Around (Mono),baroque pop,Wednesday,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",129248
742,5/6/2020 17:54,Led Zeppelin,Immigrant Song - Remaster,album rock,Wednesday,"['album rock', 'classic rock', 'hard rock', 'rock']",144106
743,5/6/2020 17:57,Rascal Flatts,Dance,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'pop rock']",199271
744,5/6/2020 17:59,Merle Haggard,Mama Tried,bakersfield sound,Wednesday,"['bakersfield sound', 'country', 'country rock', 'nashville sound', 'outlaw country']",134453
745,5/6/2020 18:03,Old Dominion,Snapback,contemporary country,Wednesday,"['contemporary country', 'country road']",205322
746,5/6/2020 18:07,John Parr,St. Elmos Fire (Man in Motion),album rock,Wednesday,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",251800
747,5/6/2020 18:10,Simple Plan,Jet Lag (feat. Natasha Bedingfield),canadian pop punk,Wednesday,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk']",204526
748,5/6/2020 18:18,Jonas Brothers,Lovebug,boy band,Wednesday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",218408
749,5/6/2020 18:48,Boston,Peace of Mind,album rock,Wednesday,"['album rock', 'art rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",300194
750,5/6/2020 18:55,Hinder,Lips Of An Angel,alternative metal,Wednesday,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",256431
751,5/6/2020 18:59,Justin Moore,If Heaven Wasn't So Far Away,arkansas country,Wednesday,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",223280
752,5/6/2020 19:03,Fall Out Boy,"Sugar, We're Goin Down",emo,Wednesday,"['emo', 'modern rock', 'pop punk']",229093
753,5/6/2020 19:10,Keith Urban,Even The Stars Fall 4 U,australian country,Wednesday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",239400
754,5/6/2020 22:05,Jelani Aryeh,Stella Brown,alternative r&b,Wednesday,"['alternative r&b', 'bedroom soul']",187415
755,5/6/2020 22:07,Declan McKenna,Brazil,indie pop,Wednesday,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",82119
756,5/6/2020 22:17,Tiësto,WOW,big room,Wednesday,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'trance', 'tropical house']",148125
757,5/6/2020 22:20,Skillet,Feel Invincible,alternative metal,Wednesday,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",193241
758,5/7/2020 20:53,Sam Hunt,Hard To Forget,contemporary country,Thursday,"['contemporary country', 'country pop']",204760
759,5/7/2020 21:38,Carrie Underwood,Some Hearts,contemporary country,Thursday,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",228426
760,5/7/2020 21:46,KANA-BOON,Silhouette,anime,Thursday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",240133
761,5/7/2020 22:02,Spencer Crandall,Do It All Again,contemporary country,Thursday,"['contemporary country', 'country pop']",203018
762,5/7/2020 22:27,Old Dominion,My Heart Is a Bar,contemporary country,Thursday,"['contemporary country', 'country road']",238986
763,5/8/2020 5:56,Zac Brown Band,Mango Tree,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",75850
764,5/8/2020 8:40,Christina Perri,A Thousand Years,dance pop,Friday,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",149690
765,5/8/2020 21:56,Billy Joel,The Longest Time,album rock,Friday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",130665
766,5/8/2020 22:03,Luke Combs,Six Feet Apart,contemporary country,Friday,['contemporary country'],195764
767,5/8/2020 22:13,The Weeknd,Blinding Lights,canadian contemporary r&b,Friday,"['canadian contemporary r&b', 'canadian pop', 'pop']",200040
768,5/8/2020 22:19,Declan McKenna,Brazil,indie pop,Friday,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",114885
769,5/8/2020 23:47,The Kinks,Victoria - Stereo Mix,album rock,Friday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",35410
770,5/9/2020 0:32,Luke Combs,Six Feet Apart,contemporary country,Saturday,['contemporary country'],199068
771,5/9/2020 0:47,The Kinks,Victoria - Stereo Mix,album rock,Saturday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",213674
772,5/9/2020 0:50,Joseph Vincent,Set You Free,pop,Saturday,"['pop', 'viral pop']",203091
773,5/9/2020 0:52,Sammy Johns,Chevy Van,jawaiian,Saturday,"['jawaiian', 'polynesian pop']",79644
774,5/9/2020 0:54,Sammy Johns,Chevy Van,jawaiian,Saturday,"['jawaiian', 'polynesian pop']",98590
775,5/9/2020 1:01,Plain White T's,Rhythm Of Love,neo mellow,Saturday,"['neo mellow', 'pop', 'pop punk', 'pop rock']",195848
776,5/9/2020 1:07,Chris Young,Town Ain't Big Enough,contemporary country,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
777,5/9/2020 1:08,Olly Murs,Dance with Me Tonight,dance pop,Saturday,"['dance pop', 'europop', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",42641
778,5/9/2020 2:01,The Foundations,Build Me Up Buttercup,brill building pop,Saturday,"['brill building pop', 'bubblegum pop', 'folk rock', 'motown']",177533
779,5/9/2020 2:02,Jonas Brothers,BB Good,boy band,Saturday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",65200
780,5/9/2020 2:06,Christina Perri,A Thousand Years,dance pop,Saturday,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",277069
781,5/9/2020 2:27,Luke Combs,Beautiful Crazy,contemporary country,Saturday,['contemporary country'],193200
782,5/9/2020 2:28,Anthem Lights,Follow Your Heart,ccm,Saturday,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']",40176
783,5/9/2020 2:31,Lady A,What I’m Leaving For,contemporary country,Saturday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",197643
784,5/9/2020 2:34,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,contemporary country,Saturday,"['contemporary country', 'country', 'country road', 'oklahoma country']",198413
785,5/9/2020 2:38,Luke Combs,Six Feet Apart,contemporary country,Saturday,['contemporary country'],190391
786,5/9/2020 21:54,The Kinks,Victoria - Stereo Mix,album rock,Saturday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",189993
787,5/9/2020 22:09,Bobby Day,Rockin' Robin,doo-wop,Saturday,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",160080
